onset	duration	sector_1	sector_2	sector_3	sector_4	sector_5	sector_6	sector_7	sector_8	sector_9	sector_10	sector_11	sector_12	sector_13	sector_14	sector_15	sector_16	sector_17	sector_18	sector_19	sector_20	sector_21	sector_22	sector_23	sector_24	sector_25	sector_26	sector_27	sector_28	sector_29	sector_30	sector_31	sector_32	sector_33	sector_34	sector_35	sector_36	sector_37	sector_38	sector_39	sector_40	sector_41	sector_42	sector_43	sector_44	sector_45	sector_46	sector_47	sector_48	stim	resp	RT
48.061	3	0.666666666666667	0.666666666666667	0	0.333333333333333	0	0.333333333333333	0	0.666666666666667	0	1	1	0.333333333333333	0.333333333333333	1	0	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667	0.666666666666667	1	1	1	1	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	1	0	0.666666666666667	1	0.666666666666667	1	1	1	0	0.333333333333333	0.666666666666667	0.333333333333333	0.666666666666667	1	0	0.333333333333333	0.666666666666667	0.333333333333333	1	1	n/a	n/a	n/a
51.095	3	1	0.333333333333333	1	0.666666666666667	0.666666666666667	0.666666666666667	1	0	0	0	0	1	1	1	1	0	0	0.333333333333333	0.666666666666667	0.666666666666667	0	0.333333333333333	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	1	0	0	0	0.666666666666667	0.666666666666667	0.333333333333333	0	1	0.333333333333333	0.333333333333333	0.666666666666667	0.333333333333333	0.333333333333333	1	0.666666666666667	1	0	0.666666666666667	0.666666666666667	0.333333333333333	1	n/a	n/a	n/a
54.131	3	0.333333333333333	0	0.333333333333333	0	0	0.666666666666667	1	0.666666666666667	1	1	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	1	0.333333333333333	0.333333333333333	1	0	0.666666666666667	1	0	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0	1	1	0.333333333333333	0.666666666666667	0.333333333333333	1	1	0.333333333333333	0	1	0.666666666666667	0	1	0.666666666666667	0	1	0.333333333333333	n/a	n/a	n/a
57.048	3	0.666666666666667	0	0	0.666666666666667	0.666666666666667	1	1	0	0.333333333333333	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0	0	0.666666666666667	0	0.333333333333333	1	0	0.666666666666667	0.333333333333333	0.666666666666667	0.333333333333333	1	0.666666666666667	0	0.333333333333333	0.333333333333333	0	1	0.666666666666667	0	0.666666666666667	0	1	0.333333333333333	0.333333333333333	1	0.666666666666667	1	1	1	0.666666666666667	0	1	0	0.333333333333333	n/a	n/a	n/a
60.083	3	0.666666666666667	1	0	1	0	0	0.666666666666667	0.333333333333333	1	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.333333333333333	0.333333333333333	1	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	1	1	1	1	0.333333333333333	0	0	0	0.666666666666667	0	0.666666666666667	1	0	0	0	0	0.666666666666667	0.333333333333333	0	1	1	0.333333333333333	0	1	0.666666666666667	0	1	1	n/a	n/a	n/a
63.117	3	0.333333333333333	0.666666666666667	0.666666666666667	1	0.333333333333333	0	0.333333333333333	1	0.333333333333333	0.666666666666667	0.666666666666667	0	1	0.333333333333333	0.333333333333333	0.333333333333333	0	0.333333333333333	1	0.333333333333333	1	0	0	0	0	0.333333333333333	0	0.666666666666667	1	0	0	0.333333333333333	0	0.666666666666667	1	0.666666666666667	0.666666666666667	0	0	0.666666666666667	0.666666666666667	1	0.666666666666667	1	0	1	0.333333333333333	0.333333333333333	n/a	n/a	n/a
66.152	3	0.333333333333333	0.666666666666667	0.333333333333333	0	0.333333333333333	1	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667	1	0	0.666666666666667	1	1	0.666666666666667	0	0.333333333333333	0	0.333333333333333	0	1	0	0.666666666666667	0	0.333333333333333	0.333333333333333	0	0.333333333333333	0.333333333333333	1	1	0	0.333333333333333	1	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0	1	0.666666666666667	0	0.333333333333333	0	0.333333333333333	n/a	n/a	n/a
69.07	3	0.666666666666667	0	0	1	1	0.333333333333333	1	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	1	1	0	0.333333333333333	0.333333333333333	0	0.333333333333333	0.333333333333333	0	1	0.666666666666667	1	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667	0	0.666666666666667	0	0	0.333333333333333	1	0.666666666666667	0.333333333333333	1	0	0.666666666666667	0	0.333333333333333	0	1	0.333333333333333	0	0.333333333333333	1	0.333333333333333	0	n/a	n/a	n/a
72.104	3	0.333333333333333	0	0.333333333333333	1	0.666666666666667	0	0.333333333333333	0.666666666666667	0	0.333333333333333	0.333333333333333	1	0.666666666666667	1	0.666666666666667	0	0.666666666666667	1	0.666666666666667	1	0	0.333333333333333	0	0.666666666666667	1	0.333333333333333	0.333333333333333	1	0.333333333333333	0.333333333333333	1	0	0	1	1	0.666666666666667	0	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	1	1	0.666666666666667	0	0.666666666666667	0	n/a	n/a	n/a
75.138	3	0.333333333333333	1	1	0.333333333333333	0	0	0	0.666666666666667	0.333333333333333	1	0.666666666666667	0.333333333333333	1	0	1	0.333333333333333	0.333333333333333	0.333333333333333	1	0	0	0.666666666666667	0	0	0.666666666666667	0.333333333333333	1	0.666666666666667	0.666666666666667	0	1	0	0	0.333333333333333	1	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0	0.333333333333333	0.333333333333333	0.333333333333333	0	0	0	0	n/a	n/a	n/a
78.056	3	0.666666666666667	1	0.333333333333333	0.333333333333333	0.333333333333333	0	0.333333333333333	1	0	1	0.333333333333333	1	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0	0.333333333333333	0.333333333333333	0	0	0.333333333333333	1	0.666666666666667	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667	0.333333333333333	0.666666666666667	1	0.333333333333333	1	0	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0	0.666666666666667	0.333333333333333	0	0.666666666666667	0	0	0.333333333333333	n/a	n/a	n/a
81.091	3	1	0.333333333333333	0	1	0.333333333333333	1	0	0	0	1	0.666666666666667	0.666666666666667	0	0.666666666666667	1	0	0.333333333333333	0.333333333333333	1	0.666666666666667	0	0.333333333333333	0	0	0.333333333333333	1	0.333333333333333	0	0	0.666666666666667	0.333333333333333	0.666666666666667	0.333333333333333	0	0.333333333333333	0.666666666666667	1	0	0.666666666666667	0	0	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.333333333333333	0	0.666666666666667	n/a	n/a	n/a
84.126	3	1	0	0.666666666666667	0.666666666666667	0.333333333333333	1	0.666666666666667	1	0.333333333333333	1	0.666666666666667	0	0	1	1	1	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0	1	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	1	0.333333333333333	1	0.666666666666667	0.333333333333333	0.333333333333333	1	1	0	0	0.666666666666667	0.666666666666667	0.333333333333333	0	1	0.666666666666667	0.666666666666667	0.666666666666667	n/a	n/a	n/a
87.144	3	0.666666666666667	0.333333333333333	1	0.666666666666667	0	0.333333333333333	0	1	0	0.333333333333333	0	0.666666666666667	0	0.333333333333333	0.333333333333333	0.333333333333333	0	0.666666666666667	0.333333333333333	0	1	0	0.666666666666667	0.333333333333333	1	0	0	0.666666666666667	1	0	0.666666666666667	0.333333333333333	0	0.333333333333333	1	1	0.333333333333333	0.333333333333333	0.666666666666667	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667	0	1	0.666666666666667	0.333333333333333	0.666666666666667	n/a	n/a	n/a
90.061	3	0.666666666666667	0	1	0	0	0.333333333333333	0	1	0.333333333333333	0	0.666666666666667	0	0.333333333333333	1	0	0.666666666666667	0.666666666666667	0.666666666666667	0	0.666666666666667	0.666666666666667	0.666666666666667	1	0.666666666666667	0.333333333333333	0.333333333333333	1	0.333333333333333	0.333333333333333	0.333333333333333	1	0	1	0.333333333333333	0	1	1	1	1	1	0.333333333333333	0	1	1	0.666666666666667	0.333333333333333	0	1	n/a	n/a	n/a
93.096	3	0.666666666666667	0	0.666666666666667	0	1	1	1	0.333333333333333	0.333333333333333	0	0	0.333333333333333	1	0.666666666666667	0.666666666666667	0	1	0.666666666666667	1	0.666666666666667	0.666666666666667	1	0.333333333333333	0.333333333333333	0.333333333333333	0	0.333333333333333	0	1	1	0.333333333333333	0.666666666666667	1	0.333333333333333	1	1	1	0.666666666666667	0	0.333333333333333	0.333333333333333	1	1	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	n/a	n/a	n/a
96.131	3	0.333333333333333	0	1	1	0	0.333333333333333	0.333333333333333	0	1	0	0.666666666666667	0.333333333333333	0	0.333333333333333	0	0.333333333333333	0.666666666666667	0	0.333333333333333	0.333333333333333	0.666666666666667	1	0.333333333333333	1	0.333333333333333	1	0	0.333333333333333	0	0.333333333333333	0.333333333333333	1	0	0.333333333333333	0	1	0	0.666666666666667	0.333333333333333	0.666666666666667	0	0.666666666666667	0.333333333333333	0	0.333333333333333	0.666666666666667	0	0.333333333333333	n/a	n/a	n/a
99.049	3	0.333333333333333	0	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667	0.333333333333333	0.333333333333333	0	0.333333333333333	0.666666666666667	0	0	1	0.333333333333333	0	1	0.666666666666667	0	0	0	0.333333333333333	0.333333333333333	1	1	0.333333333333333	0.333333333333333	0.666666666666667	0.333333333333333	1	0.333333333333333	0.666666666666667	1	0.666666666666667	0.333333333333333	1	0.333333333333333	0.666666666666667	0.333333333333333	0	1	0	0.333333333333333	0.666666666666667	0	1	0.666666666666667	n/a	n/a	n/a
102.084	3	0	0.666666666666667	0	0.666666666666667	0.333333333333333	0.333333333333333	1	0.333333333333333	0	1	1	1	1	1	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0	0.666666666666667	0.666666666666667	1	1	0.333333333333333	0	0.666666666666667	0	0	0	0.333333333333333	0.333333333333333	0.666666666666667	0	1	0	1	0.666666666666667	1	0	0.666666666666667	0.333333333333333	0	0	0.333333333333333	1	0.666666666666667	0.333333333333333	1	n/a	n/a	n/a
105.118	3	1	1	0.333333333333333	0	0.666666666666667	1	0.666666666666667	0	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	1	0.333333333333333	0.666666666666667	0.333333333333333	0.666666666666667	0	0.333333333333333	1	0.333333333333333	0.666666666666667	1	0.333333333333333	0.666666666666667	0.333333333333333	1	1	0.666666666666667	1	0.666666666666667	0.666666666666667	0.333333333333333	0	0.333333333333333	0.666666666666667	0.666666666666667	0	0.666666666666667	0.333333333333333	0.333333333333333	1	0	0	0.333333333333333	1	1	n/a	n/a	n/a
108.152	3	0.333333333333333	1	1	1	0.333333333333333	0	1	0	1	0	0	1	1	0.333333333333333	0.666666666666667	0.666666666666667	1	0.333333333333333	1	0.666666666666667	0.333333333333333	0	1	1	0.666666666666667	0.333333333333333	0	0	1	1	0	0.333333333333333	0.666666666666667	1	0.666666666666667	0.333333333333333	1	0	1	0	0.666666666666667	0.666666666666667	1	0	1	0.666666666666667	0	0.666666666666667	n/a	n/a	n/a
111.07	3	1	0.333333333333333	1	0	0.666666666666667	1	0	0.666666666666667	0.333333333333333	0	0.333333333333333	1	1	0.333333333333333	1	0.666666666666667	0.666666666666667	0	1	0.333333333333333	0	0.333333333333333	0.666666666666667	0	0	0.333333333333333	0.666666666666667	0.333333333333333	1	0	0.666666666666667	1	0.666666666666667	1	0.333333333333333	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667	1	0	1	0	1	1	0.333333333333333	0	1	n/a	n/a	n/a
114.105	3	0.666666666666667	0.333333333333333	1	0	0	0.333333333333333	0.666666666666667	1	0.333333333333333	0	1	0	1	0.666666666666667	0	0.333333333333333	1	1	0.666666666666667	0.666666666666667	1	0.666666666666667	0	0.666666666666667	0	0.666666666666667	0	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667	1	1	0	0.333333333333333	0.333333333333333	1	1	0	0	0	0.333333333333333	0.666666666666667	0.333333333333333	0	0.333333333333333	1	0.333333333333333	n/a	n/a	n/a
117.139	3	0	0	1	0	1	0.333333333333333	0.666666666666667	1	0.333333333333333	0.666666666666667	0.333333333333333	0.333333333333333	0	0.666666666666667	1	0.666666666666667	1	0.333333333333333	0.333333333333333	0	1	0.333333333333333	0.666666666666667	0.666666666666667	1	0.333333333333333	0.333333333333333	1	0	1	1	0.333333333333333	1	0.333333333333333	0	1	0	0	0	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0	0.666666666666667	0	0	n/a	n/a	n/a
120.057	3	0.333333333333333	1	0	0	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	1	0.333333333333333	0.333333333333333	1	0	0.666666666666667	0	0.333333333333333	1	0	0.333333333333333	0.333333333333333	0.333333333333333	0	0	0.333333333333333	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0	1	0	0.333333333333333	0.333333333333333	1	0.333333333333333	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0	0.333333333333333	0.666666666666667	1	0	0.666666666666667	0.666666666666667	0	n/a	n/a	n/a
123.091	3	0	0.666666666666667	0.666666666666667	1	0	0	0.666666666666667	0.666666666666667	0.333333333333333	0	1	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	1	0	0.333333333333333	0	1	1	0	1	0	0.333333333333333	0.666666666666667	1	0	0.666666666666667	0.333333333333333	1	0.333333333333333	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	1	0	0.333333333333333	0.666666666666667	0.666666666666667	0	1	0.333333333333333	1	0.333333333333333	0.333333333333333	n/a	n/a	n/a
126.127	3	0	0.666666666666667	0.333333333333333	1	0.666666666666667	0	1	1	0.666666666666667	0	1	0	0.333333333333333	0.666666666666667	1	0	0	0.333333333333333	0.333333333333333	0.666666666666667	0.666666666666667	0	0	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	1	0	1	0.666666666666667	0.666666666666667	0.666666666666667	1	0.333333333333333	1	0.666666666666667	0.333333333333333	1	0.333333333333333	0	0.333333333333333	0.333333333333333	0	0.333333333333333	0.333333333333333	0.333333333333333	n/a	n/a	n/a
129.161	3	0.333333333333333	0.666666666666667	0.333333333333333	0.666666666666667	0	0.666666666666667	0	0.666666666666667	1	0	0.333333333333333	0.333333333333333	1	0	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	1	0.666666666666667	0.666666666666667	0	0.333333333333333	0	0.333333333333333	1	1	1	0	0.666666666666667	0.666666666666667	0	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667	1	0.333333333333333	0.333333333333333	1	1	0	0.333333333333333	1	0	0	0.666666666666667	0.333333333333333	n/a	n/a	n/a
132.079	3	0.666666666666667	1	0.666666666666667	0.333333333333333	1	0.333333333333333	1	0.333333333333333	0.333333333333333	1	0	0.666666666666667	1	0.333333333333333	0.666666666666667	0.333333333333333	1	0.666666666666667	0.333333333333333	0	0	0.666666666666667	0.666666666666667	1	0	0.333333333333333	0	1	1	0.666666666666667	0.666666666666667	1	0	0.333333333333333	0	1	1	1	0	1	0	0.666666666666667	0	0.333333333333333	1	0.666666666666667	0.666666666666667	0.666666666666667	n/a	n/a	n/a
135.114	3	0.333333333333333	0	0.666666666666667	0.666666666666667	1	0.666666666666667	0.666666666666667	0.333333333333333	0.333333333333333	0.333333333333333	1	1	0	0	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	1	0.333333333333333	0.333333333333333	0.666666666666667	0.333333333333333	0	0.666666666666667	0.333333333333333	1	0.666666666666667	0.666666666666667	1	0.333333333333333	1	0	0.333333333333333	1	0.333333333333333	0	0.333333333333333	1	0.333333333333333	0	0.666666666666667	1	0	0.333333333333333	0.666666666666667	0	n/a	n/a	n/a
138.148	3	0.666666666666667	0.666666666666667	1	0.333333333333333	1	1	0.666666666666667	0	1	0.666666666666667	0.333333333333333	1	0.666666666666667	0.333333333333333	0	1	0.333333333333333	0.666666666666667	0.333333333333333	1	1	0.333333333333333	1	0	0	1	0.666666666666667	0.333333333333333	0	0	0	0.666666666666667	0.666666666666667	1	1	0.666666666666667	0	0	0	0	0.333333333333333	0.333333333333333	0.666666666666667	0	0.666666666666667	1	0.333333333333333	0.666666666666667	n/a	n/a	n/a
141.066	3	1	0	0.333333333333333	0.333333333333333	0	1	0.333333333333333	0.666666666666667	0.666666666666667	0	0.333333333333333	0.333333333333333	1	1	0.666666666666667	0.333333333333333	0.666666666666667	0.333333333333333	0	0	1	0	1	0.666666666666667	1	1	0.333333333333333	0.333333333333333	0	1	1	1	0	0.333333333333333	0.666666666666667	0	1	0.333333333333333	0	0	0.333333333333333	1	1	0.333333333333333	0.666666666666667	1	0.666666666666667	1	n/a	n/a	n/a
144.1	3	0.333333333333333	0	0	1	0.333333333333333	0.666666666666667	0.333333333333333	0	1	0	0	0.666666666666667	0.333333333333333	0	0.666666666666667	1	0.333333333333333	1	0.333333333333333	0.333333333333333	0.333333333333333	0	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0	0.666666666666667	1	0.333333333333333	0.333333333333333	0	1	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667	0.333333333333333	0.333333333333333	1	0.333333333333333	0.666666666666667	0.333333333333333	1	1	1	0.666666666666667	0.666666666666667	n/a	n/a	n/a
147.135	3	0.666666666666667	0.666666666666667	1	0	0.333333333333333	1	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	1	0.333333333333333	0.666666666666667	0.666666666666667	1	0	0.333333333333333	1	0	0	0.666666666666667	1	0	1	0.333333333333333	1	0.333333333333333	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.333333333333333	0	0.666666666666667	1	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667	0.333333333333333	1	1	0	0	0	1	1	1	n/a	n/a	n/a
150.053	3	0	0.666666666666667	0	0.333333333333333	0	0	0.333333333333333	0	0.333333333333333	1	0.666666666666667	0.333333333333333	1	0.666666666666667	0.333333333333333	0	0.666666666666667	0.666666666666667	0	0.666666666666667	0.333333333333333	1	0	0.333333333333333	0	1	0.666666666666667	0.333333333333333	1	0.333333333333333	0.666666666666667	0.333333333333333	0.333333333333333	1	1	1	1	1	0.666666666666667	0.333333333333333	0.333333333333333	0	0.666666666666667	1	0.333333333333333	0	0.333333333333333	0.666666666666667	n/a	n/a	n/a
153.088	3	1	0.666666666666667	0.666666666666667	0.666666666666667	1	0	0	0.333333333333333	0.666666666666667	0.333333333333333	1	1	1	0.666666666666667	0.333333333333333	0.666666666666667	0.333333333333333	0	0.333333333333333	0	0.666666666666667	0	1	1	0	1	0	1	0.666666666666667	1	0	0.333333333333333	1	0	0	0.666666666666667	1	0.666666666666667	0.333333333333333	1	0.666666666666667	0.666666666666667	1	1	0	0.333333333333333	0	1	n/a	n/a	n/a
156.123	3	0.333333333333333	0.666666666666667	0	1	0.666666666666667	0	0.666666666666667	0.666666666666667	0.333333333333333	0	0	0.333333333333333	0.666666666666667	0.333333333333333	0.333333333333333	0	0.333333333333333	1	0.333333333333333	1	1	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0	1	0.333333333333333	0.666666666666667	0.333333333333333	0.666666666666667	1	1	0.333333333333333	1	0	1	0.666666666666667	0.666666666666667	0.666666666666667	0	0.666666666666667	0.333333333333333	1	0	n/a	n/a	n/a
159.157	3	1	1	0.666666666666667	1	0.666666666666667	0.333333333333333	0.666666666666667	1	0	0	1	1	1	0.333333333333333	0	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667	0	0.666666666666667	0.333333333333333	1	1	0.333333333333333	0.333333333333333	0	0	0.333333333333333	0	0.666666666666667	0	1	1	0.333333333333333	1	0.333333333333333	1	0.666666666666667	0.666666666666667	0	0.333333333333333	0	0.666666666666667	0	0.666666666666667	1	0.666666666666667	n/a	n/a	n/a
162.075	3	0	0.666666666666667	1	0.666666666666667	0.666666666666667	0.333333333333333	0	1	0.333333333333333	1	0.666666666666667	1	0	0.666666666666667	0.666666666666667	0	1	0.666666666666667	0.333333333333333	1	0.333333333333333	0.666666666666667	0	1	1	0	0.333333333333333	1	0.666666666666667	1	1	0.333333333333333	0.666666666666667	0.333333333333333	0.666666666666667	0	1	0	0.333333333333333	0.333333333333333	0	0.333333333333333	1	0	0.666666666666667	1	0	0.666666666666667	n/a	n/a	n/a
165.109	3	0.666666666666667	0.333333333333333	0	0	0.666666666666667	0	0.666666666666667	0	0.666666666666667	0.666666666666667	0.666666666666667	1	0.666666666666667	1	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	1	1	0.333333333333333	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667	0.333333333333333	1	0	0	0	1	0	0.666666666666667	1	0.666666666666667	1	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667	1	0.666666666666667	1	n/a	n/a	n/a
